Route stop,Business,Category,Generated site path,Customization fingerprint,Style rationale,Hero section pattern,21st.dev hero selection,21st.dev hero URL,21st.dev selection rationale,Motion system
485,Alpha Barbershop,hairdresser,websites/bay-area-final-1000/alpha-barbershop-sunnyvale,485-alpha-barbershop-hairdresser-studio-split-hero-xdq514,Custom direction 485-alpha-barbershop-hairdresser-studio-split-hero-xdq514: Alpha Barbershop uses Hero Page for a hairdresser page in Sunnyvale; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Alpha Barbershop because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
486,Roger's DELI & DONUTS,restaurant,websites/bay-area-final-1000/rogers-deli-donuts-mountain-view,486-rogers-deli-donuts-restaurant-animated-image-hero-dpzwo4,Custom direction 486-rogers-deli-donuts-restaurant-animated-image-hero-dpzwo4: Roger's DELI & DONUTS uses Animated Hero Section for a restaurant page in Mountain View; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Roger's DELI & DONUTS because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
487,Salon Finesse,beauty,websites/bay-area-final-1000/salon-finesse-bay-area,487-salon-finesse-beauty-studio-split-hero-138hr5g,Custom direction 487-salon-finesse-beauty-studio-split-hero-138hr5g: Salon Finesse uses Hero Page for a beauty page in Bay Area; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Salon Finesse because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
488,Center Tailoring & Alterations,tailor,websites/bay-area-final-1000/center-tailoring-alterations-bay-area,488-center-tailoring-alterations-tailor-trust-console-hero-8vgarz,Custom direction 488-center-tailoring-alterations-tailor-trust-console-hero-8vgarz: Center Tailoring & Alterations uses Hero Section for a tailor page in Bay Area; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call now; content tuned to A sharper local web presence for customers in the Bay Area.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Center Tailoring & Alterations because it is a tailor lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
489,Taqueria Los Charros,restaurant,websites/bay-area-final-1000/taqueria-los-charros-bay-area,489-taqueria-los-charros-restaurant-animated-image-hero-1dd7hr9,Custom direction 489-taqueria-los-charros-restaurant-animated-image-hero-1dd7hr9: Taqueria Los Charros uses Animated Hero Section for a restaurant page in Bay Area; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Taqueria Los Charros because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
490,Mervyn's Lounge,bar,websites/bay-area-final-1000/mervyns-lounge-mountain-view,490-mervyns-lounge-bar-animated-image-hero-tm91s1,"Custom direction 490-mervyns-lounge-bar-animated-image-hero-tm91s1: Mervyn's Lounge uses Animated Hero Section for a bar page in Mountain View; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Call tonight; content tuned to Evening-ready presence with calls, maps, and local atmosphere.",animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Mervyn's Lounge because it is a bar lead and the page needs call tonight conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
491,Phở Tô Châu,restaurant,websites/bay-area-final-1000/pho-to-chau-bay-area,491-pho-to-chau-restaurant-animated-image-hero-9isgd1,Custom direction 491-pho-to-chau-restaurant-animated-image-hero-9isgd1: Phở Tô Châu uses Animated Hero Section for a restaurant page in Bay Area; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Phở Tô Châu because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
492,Imagine Hair Salon,hairdresser,websites/bay-area-final-1000/imagine-hair-salon-mountain-view,492-imagine-hair-salon-hairdresser-studio-split-hero-1m6ocb3,Custom direction 492-imagine-hair-salon-hairdresser-studio-split-hero-1m6ocb3: Imagine Hair Salon uses Hero Page for a hairdresser page in Mountain View; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Imagine Hair Salon because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
493,Hong Kong Bakery and Cafe,bakery,websites/bay-area-final-1000/hong-kong-bakery-and-cafe-mountain-view,493-hong-kong-bakery-and-cafe-bakery-animated-image-hero-1avmscc,Custom direction 493-hong-kong-bakery-and-cafe-bakery-animated-image-hero-1avmscc: Hong Kong Bakery and Cafe uses Animated Hero Section for a bakery page in Mountain View; palette #6d3b1f / #fff7eb / #c87b36 / #2b1b12; primary action Call for menu; content tuned to Fresh-order cues and morning pickup clarity for Mountain View.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Hong Kong Bakery and Cafe because it is a bakery lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
494,Ramen Izakaya Yu-Gen,restaurant,websites/bay-area-final-1000/ramen-izakaya-yu-gen-mountain-view,494-ramen-izakaya-yu-gen-restaurant-animated-image-hero-357izs,Custom direction 494-ramen-izakaya-yu-gen-restaurant-animated-image-hero-357izs: Ramen Izakaya Yu-Gen uses Animated Hero Section for a restaurant page in Mountain View; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Ramen Izakaya Yu-Gen because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
495,Dr. Yvette Tan Antonio Family Dentistry,dentist,websites/bay-area-final-1000/dr-yvette-tan-antonio-family-dentistry-bay-area,495-dr-yvette-tan-antonio-family-den-dentist-studio-split-hero-31o3al,Custom direction 495-dr-yvette-tan-antonio-family-den-dentist-studio-split-hero-31o3al: Dr. Yvette Tan Antonio Family Dentistry uses Hero Page for a dentist page in Bay Area; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Dr. Yvette Tan Antonio Family Dentistry because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
496,Bailey Beauty Salon,beauty,websites/bay-area-final-1000/bailey-beauty-salon-mountain-view,496-bailey-beauty-salon-beauty-studio-split-hero-11icfk1,Custom direction 496-bailey-beauty-salon-beauty-studio-split-hero-11icfk1: Bailey Beauty Salon uses Hero Page for a beauty page in Mountain View; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Bailey Beauty Salon because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
497,Sushi Jin,restaurant,websites/bay-area-final-1000/sushi-jin-mountain-view,497-sushi-jin-restaurant-animated-image-hero-bg20bs,Custom direction 497-sushi-jin-restaurant-animated-image-hero-bg20bs: Sushi Jin uses Animated Hero Section for a restaurant page in Mountain View; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Sushi Jin because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
498,Star Nail Spa,beauty,websites/bay-area-final-1000/star-nail-spa-mountain-view,498-star-nail-spa-beauty-studio-split-hero-nywn1w,Custom direction 498-star-nail-spa-beauty-studio-split-hero-nywn1w: Star Nail Spa uses Hero Page for a beauty page in Mountain View; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Star Nail Spa because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
499,Beauty Salon Haircut,hairdresser,websites/bay-area-final-1000/beauty-salon-haircut-mountain-view,499-beauty-salon-haircut-hairdresser-studio-split-hero-u87jxc,Custom direction 499-beauty-salon-haircut-hairdresser-studio-split-hero-u87jxc: Beauty Salon Haircut uses Hero Page for a hairdresser page in Mountain View; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Beauty Salon Haircut because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
500,Mercedes Benz Repair,car_repair,websites/bay-area-final-1000/mercedes-benz-repair-bay-area,500-mercedes-benz-repair-car-repair-trust-console-hero-1xdppwx,"Custom direction 500-mercedes-benz-repair-car-repair-trust-console-hero-1xdppwx: Mercedes Benz Repair uses Hero Section for a car repair page in Bay Area; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Mercedes Benz Repair because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
501,Royal Beauty Salon,hairdresser,websites/bay-area-final-1000/royal-beauty-salon-mountain-view,501-royal-beauty-salon-hairdresser-studio-split-hero-v4ei0j,Custom direction 501-royal-beauty-salon-hairdresser-studio-split-hero-v4ei0j: Royal Beauty Salon uses Hero Page for a hairdresser page in Mountain View; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Royal Beauty Salon because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
502,Nail Touch Beauty Salon,beauty,websites/bay-area-final-1000/nail-touch-beauty-salon-bay-area,502-nail-touch-beauty-salon-beauty-studio-split-hero-1ryx5m2,Custom direction 502-nail-touch-beauty-salon-beauty-studio-split-hero-1ryx5m2: Nail Touch Beauty Salon uses Hero Page for a beauty page in Bay Area; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Nail Touch Beauty Salon because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
503,Blades Styling,hairdresser,websites/bay-area-final-1000/blades-styling-palo-alto,503-blades-styling-hairdresser-studio-split-hero-1lsrsuh,Custom direction 503-blades-styling-hairdresser-studio-split-hero-1lsrsuh: Blades Styling uses Hero Page for a hairdresser page in Palo Alto; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Blades Styling because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
504,Yardbird Equipment,hardware,websites/bay-area-final-1000/yardbird-equipment-mountain-view,504-yardbird-equipment-hardware-trust-console-hero-4o3r0r,Custom direction 504-yardbird-equipment-hardware-trust-console-hero-4o3r0r: Yardbird Equipment uses Hero Section for a hardware page in Mountain View; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call now; content tuned to A sharper local web presence for customers in Mountain View.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Yardbird Equipment because it is a hardware lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
505,D'Cache Beauty Salon,beauty,websites/bay-area-final-1000/dcache-beauty-salon-bay-area,505-dcache-beauty-salon-beauty-studio-split-hero-xbw06,Custom direction 505-dcache-beauty-salon-beauty-studio-split-hero-xbw06: D'Cache Beauty Salon uses Hero Page for a beauty page in Latham Street; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to D'Cache Beauty Salon because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
506,Emergency Animal Care,veterinary,websites/bay-area-final-1000/emergency-animal-care-mountain-view,506-emergency-animal-care-veterinary-trust-console-hero-1qk49sf,Custom direction 506-emergency-animal-care-veterinary-trust-console-hero-1qk49sf: Emergency Animal Care uses Hero Section for a veterinary page in Mountain View; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Call now; content tuned to A sharper local web presence for customers in Mountain View.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Emergency Animal Care because it is a veterinary lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
507,Esther's German Restaurant,restaurant,websites/bay-area-final-1000/esthers-german-restaurant-los-altos,507-esthers-german-restaurant-restaurant-animated-image-hero-khm5ps,Custom direction 507-esthers-german-restaurant-restaurant-animated-image-hero-khm5ps: Esther's German Restaurant uses Animated Hero Section for a restaurant page in Los Altos; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Esther's German Restaurant because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
508,A Good Morning,restaurant,websites/bay-area-final-1000/a-good-morning-bay-area,508-a-good-morning-restaurant-animated-image-hero-hn1xsw,Custom direction 508-a-good-morning-restaurant-animated-image-hero-hn1xsw: A Good Morning uses Animated Hero Section for a restaurant page in West El Camino Real; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to A Good Morning because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
509,Amici,restaurant,websites/bay-area-final-1000/amici-bay-area,509-amici-restaurant-animated-image-hero-1msf0h0,Custom direction 509-amici-restaurant-animated-image-hero-1msf0h0: Amici uses Animated Hero Section for a restaurant page in Bay Area; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Amici because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
510,The Sea by Alexander's Steakhouse,restaurant,websites/bay-area-final-1000/the-sea-by-alexanders-steakhouse-palo-alto,510-the-sea-by-alexanders-steakhouse-restaurant-animated-image-hero-1rpdskl,Custom direction 510-the-sea-by-alexanders-steakhouse-restaurant-animated-image-hero-1rpdskl: The Sea by Alexander's Steakhouse uses Animated Hero Section for a restaurant page in Palo Alto; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to The Sea by Alexander's Steakhouse because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
511,Palo Alto Advanced Dentists,dentist,websites/bay-area-final-1000/palo-alto-advanced-dentists-bay-area,511-palo-alto-advanced-dentists-dentist-studio-split-hero-bs2c08,Custom direction 511-palo-alto-advanced-dentists-dentist-studio-split-hero-bs2c08: Palo Alto Advanced Dentists uses Hero Page for a dentist page in Bay Area; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Book by phone; content tuned to Patient-friendly appointment context with a clinical visual tone.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Palo Alto Advanced Dentists because it is a dentist lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
512,Sushi Tomo,restaurant,websites/bay-area-final-1000/sushi-tomo-palo-alto,512-sushi-tomo-restaurant-animated-image-hero-feni1e,Custom direction 512-sushi-tomo-restaurant-animated-image-hero-feni1e: Sushi Tomo uses Animated Hero Section for a restaurant page in Palo Alto; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Sushi Tomo because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
513,Hong Kong Restaurant,restaurant,websites/bay-area-final-1000/hong-kong-restaurant-palo-alto,513-hong-kong-restaurant-restaurant-animated-image-hero-oarek3,Custom direction 513-hong-kong-restaurant-restaurant-animated-image-hero-oarek3: Hong Kong Restaurant uses Animated Hero Section for a restaurant page in Palo Alto; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Hong Kong Restaurant because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
514,Smog 4 Less,car_repair,websites/bay-area-final-1000/smog-4-less-palo-alto,514-smog-4-less-car-repair-trust-console-hero-1puz6an,"Custom direction 514-smog-4-less-car-repair-trust-console-hero-1puz6an: Smog 4 Less uses Hero Section for a car repair page in Palo Alto; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Smog 4 Less because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
515,Wilmer Hale,lawyer,websites/bay-area-final-1000/wilmer-hale-palo-alto,515-wilmer-hale-lawyer-trust-console-hero-1s32gnc,Custom direction 515-wilmer-hale-lawyer-trust-console-hero-1s32gnc: Wilmer Hale uses Hero Section for a lawyer page in Palo Alto; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call now; content tuned to A sharper local web presence for customers in Palo Alto.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Wilmer Hale because it is a lawyer lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
516,Hairshaper's Club,hairdresser,websites/bay-area-final-1000/hairshapers-club-palo-alto,516-hairshapers-club-hairdresser-studio-split-hero-100ys9p,Custom direction 516-hairshapers-club-hairdresser-studio-split-hero-100ys9p: Hairshaper's Club uses Hero Page for a hairdresser page in Palo Alto; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Hairshaper's Club because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
517,Salon 454,hairdresser,websites/bay-area-final-1000/salon-454-palo-alto,517-salon-454-hairdresser-studio-split-hero-1mbwuvl,Custom direction 517-salon-454-hairdresser-studio-split-hero-1mbwuvl: Salon 454 uses Hero Page for a hairdresser page in Palo Alto; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Salon 454 because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
518,Palo Alto Sol,restaurant,websites/bay-area-final-1000/palo-alto-sol-palo-alto,518-palo-alto-sol-restaurant-animated-image-hero-17a5uxq,Custom direction 518-palo-alto-sol-restaurant-animated-image-hero-17a5uxq: Palo Alto Sol uses Animated Hero Section for a restaurant page in Palo Alto; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Palo Alto Sol because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
519,Daigo,restaurant,websites/bay-area-final-1000/daigo-palo-alto,519-daigo-restaurant-animated-image-hero-11hjyml,Custom direction 519-daigo-restaurant-animated-image-hero-11hjyml: Daigo uses Animated Hero Section for a restaurant page in Palo Alto; palette #263238 / #f3f6f5 / #3f8f8b / #111a1d; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Daigo because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
520,Hair Studio,hairdresser,websites/bay-area-final-1000/hair-studio-palo-alto,520-hair-studio-hairdresser-studio-split-hero-q23k4m,Custom direction 520-hair-studio-hairdresser-studio-split-hero-q23k4m: Hair Studio uses Hero Page for a hairdresser page in Palo Alto; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Hair Studio because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
